date,vaccine,total_vaccinations,location
2021-02-06,Pfizer/BioNTech,121821,Lithuania
2021-02-06,Moderna,4055,Lithuania
2021-02-06,Oxford/AstraZeneca,4,Lithuania
2021-02-07,Pfizer/BioNTech,121918,Lithuania
2021-02-07,Moderna,4055,Lithuania
2021-02-07,Oxford/AstraZeneca,4,Lithuania
2021-02-08,Moderna,4143,Lithuania
2021-02-08,Oxford/AstraZeneca,4,Lithuania
2021-02-08,Pfizer/BioNTech,124485,Lithuania
2021-02-09,Moderna,4383,Lithuania
2021-02-09,Oxford/AstraZeneca,306,Lithuania
2021-02-09,Pfizer/BioNTech,126815,Lithuania
2021-02-10,Pfizer/BioNTech,129933,Lithuania
2021-02-10,Oxford/AstraZeneca,3035,Lithuania
2021-02-10,Moderna,4696,Lithuania
2021-02-11,Moderna,5127,Lithuania
2021-02-11,Oxford/AstraZeneca,5539,Lithuania
2021-02-11,Pfizer/BioNTech,136076,Lithuania
2021-02-12,Moderna,5754,Lithuania
2021-02-12,Oxford/AstraZeneca,7483,Lithuania
2021-02-12,Pfizer/BioNTech,140816,Lithuania
2021-02-13,Oxford/AstraZeneca,7798,Lithuania
2021-02-13,Pfizer/BioNTech,140948,Lithuania
2021-02-13,Moderna,5755,Lithuania
2021-02-14,Oxford/AstraZeneca,7798,Lithuania
2021-02-14,Pfizer/BioNTech,140949,Lithuania
2021-02-14,Moderna,5755,Lithuania
2021-02-15,Pfizer/BioNTech,142495,Lithuania
2021-02-15,Moderna,7007,Lithuania
2021-02-15,Oxford/AstraZeneca,9648,Lithuania
2021-02-16,Moderna,7007,Lithuania
2021-02-16,Oxford/AstraZeneca,9648,Lithuania
2021-02-16,Pfizer/BioNTech,143021,Lithuania
2021-02-17,Moderna,8360,Lithuania
2021-02-17,Oxford/AstraZeneca,10626,Lithuania
2021-02-17,Pfizer/BioNTech,148977,Lithuania
2021-02-18,Moderna,8897,Lithuania
2021-02-18,Oxford/AstraZeneca,12119,Lithuania
2021-02-18,Pfizer/BioNTech,158301,Lithuania
2021-02-19,Pfizer/BioNTech,165539,Lithuania
2021-02-19,Oxford/AstraZeneca,14903,Lithuania
2021-02-19,Moderna,9374,Lithuania
2021-02-20,Moderna,9374,Lithuania
2021-02-20,Oxford/AstraZeneca,15205,Lithuania
2021-02-20,Pfizer/BioNTech,166242,Lithuania
2021-02-21,Moderna,9374,Lithuania
2021-02-21,Oxford/AstraZeneca,15206,Lithuania
2021-02-21,Pfizer/BioNTech,166242,Lithuania
2021-02-22,Moderna,9542,Lithuania
2021-02-22,Oxford/AstraZeneca,17284,Lithuania
2021-02-22,Pfizer/BioNTech,169473,Lithuania
2021-02-23,Pfizer/BioNTech,175705,Lithuania
2021-02-23,Oxford/AstraZeneca,19300,Lithuania
2021-02-23,Moderna,9955,Lithuania
2021-02-24,Moderna,10089,Lithuania
2021-02-24,Oxford/AstraZeneca,22011,Lithuania
2021-02-24,Pfizer/BioNTech,184598,Lithuania
2021-02-25,Moderna,10800,Lithuania
2021-02-25,Oxford/AstraZeneca,26129,Lithuania
2021-02-25,Pfizer/BioNTech,191643,Lithuania
2021-02-26,Moderna,12305,Lithuania
2021-02-26,Oxford/AstraZeneca,30436,Lithuania
2021-02-26,Pfizer/BioNTech,195880,Lithuania
2021-02-27,Pfizer/BioNTech,196025,Lithuania
2021-02-27,Oxford/AstraZeneca,31084,Lithuania
2021-02-27,Moderna,12305,Lithuania
2021-02-28,Moderna,12305,Lithuania
2021-02-28,Oxford/AstraZeneca,31483,Lithuania
2021-02-28,Pfizer/BioNTech,196076,Lithuania
2021-03-01,Moderna,15791,Lithuania
2021-03-01,Oxford/AstraZeneca,34292,Lithuania
2021-03-01,Pfizer/BioNTech,197351,Lithuania
2021-03-02,Moderna,17680,Lithuania
2021-03-02,Oxford/AstraZeneca,35980,Lithuania
2021-03-02,Pfizer/BioNTech,203128,Lithuania
2021-03-03,Pfizer/BioNTech,210185,Lithuania
2021-03-03,Oxford/AstraZeneca,39125,Lithuania
2021-03-03,Moderna,19490,Lithuania
2021-03-04,Moderna,20560,Lithuania
2021-03-04,Oxford/AstraZeneca,42645,Lithuania
2021-03-04,Pfizer/BioNTech,221080,Lithuania
2021-03-05,Moderna,21142,Lithuania
2021-03-05,Oxford/AstraZeneca,46947,Lithuania
2021-03-05,Pfizer/BioNTech,230230,Lithuania
2021-03-06,Oxford/AstraZeneca,47210,Lithuania
2021-03-06,Pfizer/BioNTech,230505,Lithuania
2021-03-06,Moderna,21230,Lithuania
2021-03-07,Moderna,21230,Lithuania
2021-03-07,Oxford/AstraZeneca,47210,Lithuania
2021-03-07,Pfizer/BioNTech,230507,Lithuania
2021-03-08,Moderna,21711,Lithuania
2021-03-08,Oxford/AstraZeneca,53921,Lithuania
2021-03-08,Pfizer/BioNTech,232243,Lithuania
2021-03-09,Pfizer/BioNTech,240419,Lithuania
2021-03-09,Moderna,22676,Lithuania
2021-03-09,Oxford/AstraZeneca,56690,Lithuania
2021-03-10,Pfizer/BioNTech,249824,Lithuania
2021-03-10,Oxford/AstraZeneca,62744,Lithuania
2021-03-10,Moderna,22871,Lithuania
2021-03-11,Moderna,22871,Lithuania
2021-03-11,Oxford/AstraZeneca,63101,Lithuania
2021-03-11,Pfizer/BioNTech,250604,Lithuania
2021-03-12,Moderna,23125,Lithuania
2021-03-12,Oxford/AstraZeneca,69316,Lithuania
2021-03-12,Pfizer/BioNTech,262084,Lithuania
2021-03-13,Oxford/AstraZeneca,69604,Lithuania
2021-03-13,Pfizer/BioNTech,263542,Lithuania
2021-03-13,Moderna,23125,Lithuania
2021-03-14,Moderna,23125,Lithuania
2021-03-14,Oxford/AstraZeneca,69612,Lithuania
2021-03-14,Pfizer/BioNTech,263560,Lithuania
2021-03-15,Moderna,23225,Lithuania
2021-03-15,Oxford/AstraZeneca,75387,Lithuania
2021-03-15,Pfizer/BioNTech,265739,Lithuania
2021-03-16,Pfizer/BioNTech,272420,Lithuania
2021-03-16,Moderna,23428,Lithuania
2021-03-16,Oxford/AstraZeneca,78720,Lithuania
2021-03-17,Oxford/AstraZeneca,78814,Lithuania
2021-03-17,Pfizer/BioNTech,282767,Lithuania
2021-03-17,Moderna,23534,Lithuania
2021-03-18,Oxford/AstraZeneca,78841,Lithuania
2021-03-18,Pfizer/BioNTech,291024,Lithuania
2021-03-18,Moderna,23667,Lithuania
2021-03-19,Oxford/AstraZeneca,79370,Lithuania
2021-03-19,Pfizer/BioNTech,297568,Lithuania
2021-03-19,Moderna,25881,Lithuania
2021-03-20,Moderna,26415,Lithuania
2021-03-20,Oxford/AstraZeneca,79370,Lithuania
2021-03-20,Pfizer/BioNTech,297767,Lithuania
2021-03-21,Moderna,26417,Lithuania
2021-03-21,Oxford/AstraZeneca,79371,Lithuania
2021-03-21,Pfizer/BioNTech,297797,Lithuania
2021-03-22,Moderna,31234,Lithuania
2021-03-22,Oxford/AstraZeneca,81667,Lithuania
2021-03-22,Pfizer/BioNTech,298934,Lithuania
2021-03-23,Pfizer/BioNTech,307496,Lithuania
2021-03-23,Oxford/AstraZeneca,84455,Lithuania
2021-03-23,Moderna,32794,Lithuania
2021-03-24,Moderna,33909,Lithuania
2021-03-24,Oxford/AstraZeneca,89051,Lithuania
2021-03-24,Pfizer/BioNTech,319418,Lithuania
2021-03-25,Moderna,34915,Lithuania
2021-03-25,Oxford/AstraZeneca,93513,Lithuania
2021-03-25,Pfizer/BioNTech,330921,Lithuania
2021-03-26,Moderna,36542,Lithuania
2021-03-26,Oxford/AstraZeneca,99078,Lithuania
2021-03-26,Pfizer/BioNTech,340177,Lithuania
2021-03-27,Oxford/AstraZeneca,101905,Lithuania
2021-03-27,Pfizer/BioNTech,340428,Lithuania
2021-03-27,Moderna,36618,Lithuania
2021-03-28,Moderna,36618,Lithuania
2021-03-28,Oxford/AstraZeneca,102006,Lithuania
2021-03-28,Pfizer/BioNTech,340512,Lithuania
2021-03-29,Moderna,38040,Lithuania
2021-03-29,Oxford/AstraZeneca,107458,Lithuania
2021-03-29,Pfizer/BioNTech,341504,Lithuania
2021-03-30,Moderna,38229,Lithuania
2021-03-30,Oxford/AstraZeneca,109993,Lithuania
2021-03-30,Pfizer/BioNTech,351671,Lithuania
2021-03-31,Pfizer/BioNTech,368913,Lithuania
2021-03-31,Moderna,39669,Lithuania
2021-03-31,Oxford/AstraZeneca,112065,Lithuania
2021-04-01,Moderna,46933,Lithuania
2021-04-01,Oxford/AstraZeneca,114926,Lithuania
2021-04-01,Pfizer/BioNTech,377119,Lithuania
2021-04-02,Moderna,53442,Lithuania
2021-04-02,Oxford/AstraZeneca,120627,Lithuania
2021-04-02,Pfizer/BioNTech,384716,Lithuania
2021-04-03,Oxford/AstraZeneca,128335,Lithuania
2021-04-03,Moderna,53635,Lithuania
2021-04-03,Pfizer/BioNTech,385483,Lithuania
2021-04-04,Pfizer/BioNTech,385491,Lithuania
2021-04-04,Moderna,53635,Lithuania
2021-04-04,Oxford/AstraZeneca,130737,Lithuania
2021-04-05,Pfizer/BioNTech,385687,Lithuania
2021-04-05,Moderna,53645,Lithuania
2021-04-05,Oxford/AstraZeneca,134246,Lithuania
2021-04-06,Moderna,56313,Lithuania
2021-04-06,Oxford/AstraZeneca,144836,Lithuania
2021-04-06,Pfizer/BioNTech,387127,Lithuania
2021-04-07,Moderna,57563,Lithuania
2021-04-07,Oxford/AstraZeneca,154790,Lithuania
2021-04-07,Pfizer/BioNTech,388677,Lithuania
2021-04-08,Oxford/AstraZeneca,157517,Lithuania
2021-04-08,Pfizer/BioNTech,411479,Lithuania
2021-04-08,Moderna,58981,Lithuania
2021-04-09,Moderna,59413,Lithuania
2021-04-09,Oxford/AstraZeneca,162755,Lithuania
2021-04-09,Pfizer/BioNTech,439299,Lithuania
2021-04-10,Moderna,59490,Lithuania
2021-04-10,Oxford/AstraZeneca,166955,Lithuania
2021-04-10,Pfizer/BioNTech,450649,Lithuania
2021-04-11,Pfizer/BioNTech,451694,Lithuania
2021-04-11,Moderna,59548,Lithuania
2021-04-11,Oxford/AstraZeneca,167578,Lithuania
2021-04-12,Pfizer/BioNTech,456165,Lithuania
2021-04-12,Oxford/AstraZeneca,171619,Lithuania
2021-04-12,Moderna,59805,Lithuania
2021-04-13,Moderna,60212,Lithuania
2021-04-13,Oxford/AstraZeneca,174169,Lithuania
2021-04-13,Pfizer/BioNTech,472048,Lithuania
2021-04-14,Moderna,60434,Lithuania
2021-04-14,Oxford/AstraZeneca,175240,Lithuania
2021-04-14,Pfizer/BioNTech,497557,Lithuania
2021-04-15,Oxford/AstraZeneca,178561,Lithuania
2021-04-15,Pfizer/BioNTech,517183,Lithuania
2021-04-15,Moderna,60683,Lithuania
2021-04-16,Moderna,60949,Lithuania
2021-04-16,Oxford/AstraZeneca,184805,Lithuania
2021-04-16,Pfizer/BioNTech,531124,Lithuania
2021-04-17,Moderna,60981,Lithuania
2021-04-17,Oxford/AstraZeneca,185981,Lithuania
2021-04-17,Pfizer/BioNTech,532424,Lithuania
2021-04-18,Pfizer/BioNTech,532428,Lithuania
2021-04-18,Moderna,60981,Lithuania
2021-04-18,Oxford/AstraZeneca,186061,Lithuania
2021-04-19,Oxford/AstraZeneca,190034,Lithuania
2021-04-19,Pfizer/BioNTech,533870,Lithuania
2021-04-19,Moderna,61413,Lithuania
2021-04-20,Oxford/AstraZeneca,191508,Lithuania
2021-04-20,Pfizer/BioNTech,545909,Lithuania
2021-04-20,Moderna,63169,Lithuania
2021-04-21,Pfizer/BioNTech,567792,Lithuania
2021-04-21,Oxford/AstraZeneca,192152,Lithuania
2021-04-21,Johnson&Johnson,4,Lithuania
2021-04-21,Moderna,67318,Lithuania
2021-04-22,Johnson&Johnson,4,Lithuania
2021-04-22,Moderna,71244,Lithuania
2021-04-22,Oxford/AstraZeneca,194292,Lithuania
2021-04-22,Pfizer/BioNTech,587893,Lithuania
2021-04-23,Johnson&Johnson,6,Lithuania
2021-04-23,Moderna,72709,Lithuania
2021-04-23,Oxford/AstraZeneca,202172,Lithuania
2021-04-23,Pfizer/BioNTech,603208,Lithuania
2021-04-24,Pfizer/BioNTech,605127,Lithuania
2021-04-24,Oxford/AstraZeneca,203452,Lithuania
2021-04-24,Moderna,74061,Lithuania
2021-04-24,Johnson&Johnson,6,Lithuania
2021-04-25,Johnson&Johnson,6,Lithuania
2021-04-25,Moderna,74062,Lithuania
2021-04-25,Oxford/AstraZeneca,203473,Lithuania
2021-04-25,Pfizer/BioNTech,605374,Lithuania
2021-04-26,Johnson&Johnson,16,Lithuania
2021-04-26,Moderna,74873,Lithuania
2021-04-26,Oxford/AstraZeneca,207747,Lithuania
2021-04-26,Pfizer/BioNTech,606461,Lithuania
2021-04-27,Pfizer/BioNTech,617711,Lithuania
2021-04-27,Oxford/AstraZeneca,209112,Lithuania
2021-04-27,Johnson&Johnson,66,Lithuania
2021-04-27,Moderna,75297,Lithuania
2021-04-28,Johnson&Johnson,228,Lithuania
2021-04-28,Moderna,75868,Lithuania
2021-04-28,Oxford/AstraZeneca,209800,Lithuania
2021-04-28,Pfizer/BioNTech,631676,Lithuania
2021-04-29,Pfizer/BioNTech,660054,Lithuania
2021-04-29,Johnson&Johnson,340,Lithuania
2021-04-29,Moderna,77947,Lithuania
2021-04-29,Oxford/AstraZeneca,211958,Lithuania
2021-04-30,Pfizer/BioNTech,691587,Lithuania
2021-04-30,Oxford/AstraZeneca,213645,Lithuania
2021-04-30,Moderna,82362,Lithuania
2021-04-30,Johnson&Johnson,436,Lithuania
2021-05-01,Pfizer/BioNTech,706072,Lithuania
2021-05-01,Johnson&Johnson,478,Lithuania
2021-05-01,Moderna,82789,Lithuania
2021-05-01,Oxford/AstraZeneca,214481,Lithuania
2021-05-02,Oxford/AstraZeneca,214488,Lithuania
2021-05-02,Pfizer/BioNTech,706812,Lithuania
2021-05-02,Johnson&Johnson,478,Lithuania
2021-05-02,Moderna,82790,Lithuania
2021-05-03,Pfizer/BioNTech,712079,Lithuania
2021-05-03,Oxford/AstraZeneca,219227,Lithuania
2021-05-03,Moderna,86067,Lithuania
2021-05-03,Johnson&Johnson,602,Lithuania
2021-05-04,Johnson&Johnson,912,Lithuania
2021-05-04,Moderna,89171,Lithuania
2021-05-04,Oxford/AstraZeneca,222741,Lithuania
2021-05-04,Pfizer/BioNTech,733470,Lithuania
2021-05-05,Pfizer/BioNTech,762792,Lithuania
2021-05-05,Johnson&Johnson,1442,Lithuania
2021-05-05,Moderna,90823,Lithuania
2021-05-05,Oxford/AstraZeneca,225993,Lithuania
2021-05-06,Pfizer/BioNTech,788153,Lithuania
2021-05-06,Oxford/AstraZeneca,229873,Lithuania
2021-05-06,Johnson&Johnson,2092,Lithuania
2021-05-06,Moderna,96527,Lithuania
2021-05-07,Oxford/AstraZeneca,238650,Lithuania
2021-05-07,Johnson&Johnson,3798,Lithuania
2021-05-07,Moderna,101071,Lithuania
2021-05-07,Pfizer/BioNTech,807060,Lithuania
2021-05-08,Pfizer/BioNTech,811021,Lithuania
2021-05-08,Oxford/AstraZeneca,248756,Lithuania
2021-05-08,Moderna,102522,Lithuania
2021-05-08,Johnson&Johnson,4098,Lithuania
2021-05-09,Johnson&Johnson,4100,Lithuania
2021-05-09,Moderna,102522,Lithuania
2021-05-09,Oxford/AstraZeneca,255888,Lithuania
2021-05-09,Pfizer/BioNTech,811022,Lithuania
2021-05-10,Oxford/AstraZeneca,270115,Lithuania
2021-05-10,Pfizer/BioNTech,813492,Lithuania
2021-05-10,Johnson&Johnson,5754,Lithuania
2021-05-10,Moderna,104835,Lithuania
2021-05-11,Johnson&Johnson,6484,Lithuania
2021-05-11,Moderna,107647,Lithuania
2021-05-11,Oxford/AstraZeneca,273253,Lithuania
2021-05-11,Pfizer/BioNTech,833323,Lithuania
2021-05-12,Pfizer/BioNTech,860818,Lithuania
2021-05-12,Johnson&Johnson,6922,Lithuania
2021-05-12,Moderna,108836,Lithuania
2021-05-12,Oxford/AstraZeneca,275862,Lithuania
2021-05-13,Oxford/AstraZeneca,278689,Lithuania
2021-05-13,Pfizer/BioNTech,885194,Lithuania
2021-05-13,Johnson&Johnson,7844,Lithuania
2021-05-13,Moderna,110953,Lithuania
2021-05-14,Moderna,113765,Lithuania
2021-05-14,Oxford/AstraZeneca,282808,Lithuania
2021-05-14,Johnson&Johnson,8508,Lithuania
2021-05-14,Pfizer/BioNTech,909202,Lithuania
2021-05-15,Pfizer/BioNTech,912461,Lithuania
2021-05-15,Oxford/AstraZeneca,285425,Lithuania
2021-05-15,Johnson&Johnson,8540,Lithuania
2021-05-15,Moderna,114005,Lithuania
2021-05-16,Johnson&Johnson,8540,Lithuania
2021-05-16,Moderna,114130,Lithuania
2021-05-16,Oxford/AstraZeneca,285465,Lithuania
2021-05-16,Pfizer/BioNTech,912798,Lithuania
2021-05-17,Johnson&Johnson,9406,Lithuania
2021-05-17,Moderna,122554,Lithuania
2021-05-17,Oxford/AstraZeneca,289802,Lithuania
2021-05-17,Pfizer/BioNTech,914969,Lithuania
2021-05-18,Pfizer/BioNTech,933590,Lithuania
2021-05-18,Oxford/AstraZeneca,292503,Lithuania
2021-05-18,Johnson&Johnson,10656,Lithuania
2021-05-18,Moderna,124634,Lithuania
2021-05-19,Johnson&Johnson,11974,Lithuania
2021-05-19,Moderna,127774,Lithuania
2021-05-19,Oxford/AstraZeneca,296192,Lithuania
2021-05-19,Pfizer/BioNTech,958702,Lithuania
2021-05-20,Johnson&Johnson,14330,Lithuania
2021-05-20,Moderna,130457,Lithuania
2021-05-20,Oxford/AstraZeneca,300701,Lithuania
2021-05-20,Pfizer/BioNTech,981871,Lithuania
2021-05-21,Pfizer/BioNTech,999044,Lithuania
2021-05-21,Oxford/AstraZeneca,304746,Lithuania
2021-05-21,Moderna,133207,Lithuania
2021-05-21,Johnson&Johnson,16302,Lithuania
2021-05-22,Johnson&Johnson,16736,Lithuania
2021-05-22,Moderna,134735,Lithuania
2021-05-22,Oxford/AstraZeneca,305111,Lithuania
2021-05-22,Pfizer/BioNTech,1005812,Lithuania
2021-05-23,Johnson&Johnson,17384,Lithuania
2021-05-23,Moderna,134870,Lithuania
2021-05-23,Oxford/AstraZeneca,305140,Lithuania
2021-05-23,Pfizer/BioNTech,1006835,Lithuania
2021-05-24,Pfizer/BioNTech,1012731,Lithuania
2021-05-24,Oxford/AstraZeneca,309026,Lithuania
2021-05-24,Moderna,137513,Lithuania
2021-05-24,Johnson&Johnson,19532,Lithuania
2021-05-25,Johnson&Johnson,21352,Lithuania
2021-05-25,Moderna,139804,Lithuania
2021-05-25,Oxford/AstraZeneca,311975,Lithuania
2021-05-25,Pfizer/BioNTech,1031465,Lithuania
2021-05-26,Johnson&Johnson,22970,Lithuania
2021-05-26,Moderna,140764,Lithuania
2021-05-26,Oxford/AstraZeneca,315790,Lithuania
2021-05-26,Pfizer/BioNTech,1054386,Lithuania
2021-05-27,Pfizer/BioNTech,1078954,Lithuania
2021-05-27,Oxford/AstraZeneca,318676,Lithuania
2021-05-27,Moderna,141602,Lithuania
2021-05-27,Johnson&Johnson,25154,Lithuania
2021-05-28,Johnson&Johnson,28098,Lithuania
2021-05-28,Moderna,144693,Lithuania
2021-05-28,Oxford/AstraZeneca,322490,Lithuania
2021-05-28,Pfizer/BioNTech,1101666,Lithuania
2021-05-29,Johnson&Johnson,34308,Lithuania
2021-05-29,Moderna,144999,Lithuania
2021-05-29,Oxford/AstraZeneca,322780,Lithuania
2021-05-29,Pfizer/BioNTech,1106410,Lithuania
2021-05-30,Pfizer/BioNTech,1106922,Lithuania
2021-05-30,Oxford/AstraZeneca,322798,Lithuania
2021-05-30,Moderna,145061,Lithuania
2021-05-30,Johnson&Johnson,34308,Lithuania
2021-05-31,Johnson&Johnson,35158,Lithuania
2021-05-31,Moderna,149010,Lithuania
2021-05-31,Oxford/AstraZeneca,332672,Lithuania
2021-05-31,Pfizer/BioNTech,1110761,Lithuania
2021-06-01,Johnson&Johnson,36566,Lithuania
2021-06-01,Moderna,151976,Lithuania
2021-06-01,Oxford/AstraZeneca,335268,Lithuania
2021-06-01,Pfizer/BioNTech,1136645,Lithuania
2021-06-02,Pfizer/BioNTech,1169157,Lithuania
2021-06-02,Moderna,153416,Lithuania
2021-06-02,Johnson&Johnson,37980,Lithuania
2021-06-02,Oxford/AstraZeneca,340652,Lithuania
2021-06-03,Johnson&Johnson,40184,Lithuania
2021-06-03,Moderna,155447,Lithuania
2021-06-03,Oxford/AstraZeneca,343665,Lithuania
2021-06-03,Pfizer/BioNTech,1199602,Lithuania
2021-06-04,Pfizer/BioNTech,1229304,Lithuania
2021-06-04,Johnson&Johnson,43226,Lithuania
2021-06-04,Moderna,158739,Lithuania
2021-06-04,Oxford/AstraZeneca,350258,Lithuania
2021-06-05,Pfizer/BioNTech,1240769,Lithuania
2021-06-05,Oxford/AstraZeneca,350655,Lithuania
2021-06-05,Moderna,160429,Lithuania
2021-06-05,Johnson&Johnson,48002,Lithuania
2021-06-06,Pfizer/BioNTech,1246233,Lithuania
2021-06-06,Johnson&Johnson,48010,Lithuania
2021-06-06,Moderna,160523,Lithuania
2021-06-06,Oxford/AstraZeneca,350709,Lithuania
2021-06-07,Moderna,163241,Lithuania
2021-06-07,Oxford/AstraZeneca,362978,Lithuania
2021-06-07,Johnson&Johnson,51222,Lithuania
2021-06-07,Pfizer/BioNTech,1251187,Lithuania
2021-06-08,Pfizer/BioNTech,1269299,Lithuania
2021-06-08,Oxford/AstraZeneca,366774,Lithuania
2021-06-08,Moderna,166134,Lithuania
2021-06-08,Johnson&Johnson,54324,Lithuania
2021-06-09,Johnson&Johnson,58140,Lithuania
2021-06-09,Moderna,167950,Lithuania
2021-06-09,Oxford/AstraZeneca,369495,Lithuania
2021-06-09,Pfizer/BioNTech,1290586,Lithuania
2021-06-10,Johnson&Johnson,61718,Lithuania
2021-06-10,Moderna,170331,Lithuania
2021-06-10,Oxford/AstraZeneca,371411,Lithuania
2021-06-10,Pfizer/BioNTech,1309621,Lithuania
2021-06-11,Pfizer/BioNTech,1325911,Lithuania
2021-06-11,Oxford/AstraZeneca,373411,Lithuania
2021-06-11,Moderna,173337,Lithuania
2021-06-11,Johnson&Johnson,65244,Lithuania
2021-06-12,Johnson&Johnson,67184,Lithuania
2021-06-12,Moderna,173572,Lithuania
2021-06-12,Oxford/AstraZeneca,373681,Lithuania
2021-06-12,Pfizer/BioNTech,1330360,Lithuania
2021-06-13,Johnson&Johnson,73222,Lithuania
2021-06-13,Moderna,173707,Lithuania
2021-06-13,Oxford/AstraZeneca,373758,Lithuania
2021-06-13,Pfizer/BioNTech,1331320,Lithuania
2021-06-14,Pfizer/BioNTech,1336120,Lithuania
2021-06-14,Oxford/AstraZeneca,378892,Lithuania
2021-06-14,Johnson&Johnson,74568,Lithuania
2021-06-14,Moderna,182730,Lithuania
2021-06-15,Johnson&Johnson,78464,Lithuania
2021-06-15,Moderna,184815,Lithuania
2021-06-15,Oxford/AstraZeneca,381856,Lithuania
2021-06-15,Pfizer/BioNTech,1353423,Lithuania
2021-06-16,Johnson&Johnson,80752,Lithuania
2021-06-16,Moderna,187378,Lithuania
2021-06-16,Oxford/AstraZeneca,387667,Lithuania
2021-06-16,Pfizer/BioNTech,1372747,Lithuania
2021-06-17,Moderna,189578,Lithuania
2021-06-17,Pfizer/BioNTech,1393829,Lithuania
2021-06-17,Johnson&Johnson,83272,Lithuania
2021-06-17,Oxford/AstraZeneca,392090,Lithuania
2021-06-18,Johnson&Johnson,84248,Lithuania
2021-06-18,Moderna,191067,Lithuania
2021-06-18,Oxford/AstraZeneca,397047,Lithuania
2021-06-18,Pfizer/BioNTech,1412500,Lithuania
2021-06-19,Oxford/AstraZeneca,400193,Lithuania
2021-06-19,Johnson&Johnson,85388,Lithuania
2021-06-19,Moderna,191598,Lithuania
2021-06-19,Pfizer/BioNTech,1414759,Lithuania
2021-06-20,Pfizer/BioNTech,1415321,Lithuania
2021-06-20,Oxford/AstraZeneca,400292,Lithuania
2021-06-20,Moderna,191723,Lithuania
2021-06-20,Johnson&Johnson,85920,Lithuania
2021-06-21,Johnson&Johnson,88104,Lithuania
2021-06-21,Moderna,194049,Lithuania
2021-06-21,Oxford/AstraZeneca,406769,Lithuania
