location,date,vaccine,total_vaccinations
Latvia,2021-02-15,Pfizer/BioNTech,32066
Latvia,2021-02-16,Moderna,3174
Latvia,2021-02-16,Oxford/AstraZeneca,4798
Latvia,2021-02-16,Pfizer/BioNTech,32089
Latvia,2021-02-17,Moderna,3303
Latvia,2021-02-17,Oxford/AstraZeneca,6517
Latvia,2021-02-17,Pfizer/BioNTech,32252
Latvia,2021-02-18,Moderna,3542
Latvia,2021-02-18,Oxford/AstraZeneca,7774
Latvia,2021-02-18,Pfizer/BioNTech,32316
Latvia,2021-02-19,Moderna,3752
Latvia,2021-02-19,Oxford/AstraZeneca,8888
Latvia,2021-02-19,Pfizer/BioNTech,32374
Latvia,2021-02-20,Moderna,3772
Latvia,2021-02-20,Oxford/AstraZeneca,9614
Latvia,2021-02-20,Pfizer/BioNTech,32376
Latvia,2021-02-21,Moderna,3774
Latvia,2021-02-21,Oxford/AstraZeneca,10424
Latvia,2021-02-21,Pfizer/BioNTech,32380
Latvia,2021-02-22,Moderna,4019
Latvia,2021-02-22,Oxford/AstraZeneca,11934
Latvia,2021-02-22,Pfizer/BioNTech,32417
Latvia,2021-02-23,Moderna,4242
Latvia,2021-02-23,Oxford/AstraZeneca,14084
Latvia,2021-02-23,Pfizer/BioNTech,32450
Latvia,2021-02-24,Moderna,4396
Latvia,2021-02-24,Oxford/AstraZeneca,18224
Latvia,2021-02-24,Pfizer/BioNTech,32493
Latvia,2021-02-25,Moderna,4659
Latvia,2021-02-25,Oxford/AstraZeneca,22072
Latvia,2021-02-25,Pfizer/BioNTech,32591
Latvia,2021-02-26,Moderna,4871
Latvia,2021-02-26,Oxford/AstraZeneca,25123
Latvia,2021-02-26,Pfizer/BioNTech,32731
Latvia,2021-02-27,Moderna,5193
Latvia,2021-02-27,Oxford/AstraZeneca,25385
Latvia,2021-02-27,Pfizer/BioNTech,32740
Latvia,2021-02-28,Moderna,5195
Latvia,2021-02-28,Oxford/AstraZeneca,25516
Latvia,2021-02-28,Pfizer/BioNTech,32744
Latvia,2021-03-01,Moderna,5577
Latvia,2021-03-01,Oxford/AstraZeneca,27167
Latvia,2021-03-01,Pfizer/BioNTech,32987
Latvia,2021-03-02,Moderna,6304
Latvia,2021-03-02,Oxford/AstraZeneca,28978
Latvia,2021-03-02,Pfizer/BioNTech,33317
Latvia,2021-03-03,Moderna,7058
Latvia,2021-03-03,Oxford/AstraZeneca,33094
Latvia,2021-03-03,Pfizer/BioNTech,33974
Latvia,2021-03-04,Moderna,7586
Latvia,2021-03-04,Oxford/AstraZeneca,40244
Latvia,2021-03-04,Pfizer/BioNTech,34506
Latvia,2021-03-05,Johnson&Johnson,2
Latvia,2021-03-05,Moderna,8064
Latvia,2021-03-05,Oxford/AstraZeneca,46477
Latvia,2021-03-05,Pfizer/BioNTech,34856
Latvia,2021-03-06,Moderna,8150
Latvia,2021-03-06,Oxford/AstraZeneca,47525
Latvia,2021-03-06,Pfizer/BioNTech,34859
Latvia,2021-03-07,Johnson&Johnson,3
Latvia,2021-03-07,Oxford/AstraZeneca,47606
Latvia,2021-03-07,Pfizer/BioNTech,34867
Latvia,2021-03-08,Johnson&Johnson,4
Latvia,2021-03-08,Moderna,8416
Latvia,2021-03-08,Oxford/AstraZeneca,49743
Latvia,2021-03-08,Pfizer/BioNTech,34874
Latvia,2021-03-09,Moderna,8775
Latvia,2021-03-09,Oxford/AstraZeneca,52330
Latvia,2021-03-09,Pfizer/BioNTech,35119
Latvia,2021-03-10,Moderna,9058
Latvia,2021-03-10,Oxford/AstraZeneca,54964
Latvia,2021-03-10,Pfizer/BioNTech,35691
Latvia,2021-03-11,Moderna,9221
Latvia,2021-03-11,Oxford/AstraZeneca,58468
Latvia,2021-03-11,Pfizer/BioNTech,35841
Latvia,2021-03-12,Moderna,9355
Latvia,2021-03-12,Oxford/AstraZeneca,65736
Latvia,2021-03-12,Pfizer/BioNTech,35887
Latvia,2021-03-13,Moderna,9425
Latvia,2021-03-13,Oxford/AstraZeneca,66977
Latvia,2021-03-13,Pfizer/BioNTech,35891
Latvia,2021-03-14,Moderna,9426
Latvia,2021-03-14,Oxford/AstraZeneca,67051
Latvia,2021-03-14,Pfizer/BioNTech,35893
Latvia,2021-03-15,Moderna,9529
Latvia,2021-03-15,Oxford/AstraZeneca,72513
Latvia,2021-03-15,Pfizer/BioNTech,35898
Latvia,2021-03-16,Johnson&Johnson,6
Latvia,2021-03-16,Moderna,9694
Latvia,2021-03-16,Oxford/AstraZeneca,72527
Latvia,2021-03-16,Pfizer/BioNTech,35915
Latvia,2021-03-17,Moderna,9856
Latvia,2021-03-17,Oxford/AstraZeneca,72535
Latvia,2021-03-17,Pfizer/BioNTech,35930
Latvia,2021-03-18,Johnson&Johnson,7
Latvia,2021-03-18,Moderna,10079
Latvia,2021-03-18,Oxford/AstraZeneca,72544
Latvia,2021-03-18,Pfizer/BioNTech,35990
Latvia,2021-03-19,Moderna,10419
Latvia,2021-03-19,Oxford/AstraZeneca,73066
Latvia,2021-03-19,Pfizer/BioNTech,36091
Latvia,2021-03-20,Moderna,10469
Latvia,2021-03-20,Oxford/AstraZeneca,73429
Latvia,2021-03-20,Pfizer/BioNTech,36094
Latvia,2021-03-21,Moderna,10473
Latvia,2021-03-21,Oxford/AstraZeneca,73458
Latvia,2021-03-21,Pfizer/BioNTech,36099
Latvia,2021-03-22,Johnson&Johnson,9
Latvia,2021-03-22,Moderna,11136
Latvia,2021-03-22,Oxford/AstraZeneca,76483
Latvia,2021-03-22,Pfizer/BioNTech,36104
Latvia,2021-03-23,Johnson&Johnson,10
Latvia,2021-03-23,Moderna,12383
Latvia,2021-03-23,Oxford/AstraZeneca,82591
Latvia,2021-03-23,Pfizer/BioNTech,36305
Latvia,2021-03-24,Moderna,13882
Latvia,2021-03-24,Oxford/AstraZeneca,88980
Latvia,2021-03-24,Pfizer/BioNTech,36850
Latvia,2021-03-25,Moderna,15488
Latvia,2021-03-25,Oxford/AstraZeneca,93932
Latvia,2021-03-25,Pfizer/BioNTech,37335
Latvia,2021-03-26,Moderna,17155
Latvia,2021-03-26,Oxford/AstraZeneca,96796
Latvia,2021-03-26,Pfizer/BioNTech,37792
Latvia,2021-03-27,Moderna,17561
Latvia,2021-03-27,Oxford/AstraZeneca,96968
Latvia,2021-03-27,Pfizer/BioNTech,37796
Latvia,2021-03-28,Oxford/AstraZeneca,96999
Latvia,2021-03-28,Pfizer/BioNTech,37803
Latvia,2021-03-29,Moderna,18588
Latvia,2021-03-29,Oxford/AstraZeneca,98653
Latvia,2021-03-29,Pfizer/BioNTech,37810
Latvia,2021-03-30,Johnson&Johnson,11
Latvia,2021-03-30,Moderna,19897
Latvia,2021-03-30,Oxford/AstraZeneca,102550
Latvia,2021-03-30,Pfizer/BioNTech,38798
Latvia,2021-03-31,Moderna,21240
Latvia,2021-03-31,Oxford/AstraZeneca,106476
Latvia,2021-03-31,Pfizer/BioNTech,40511
Latvia,2021-04-01,Johnson&Johnson,12
Latvia,2021-04-01,Moderna,22749
Latvia,2021-04-01,Oxford/AstraZeneca,109242
Latvia,2021-04-01,Pfizer/BioNTech,41154
Latvia,2021-04-02,Johnson&Johnson,13
Latvia,2021-04-02,Moderna,22995
Latvia,2021-04-02,Oxford/AstraZeneca,109571
Latvia,2021-04-02,Pfizer/BioNTech,41166
Latvia,2021-04-03,Johnson&Johnson,14
Latvia,2021-04-03,Moderna,23156
Latvia,2021-04-03,Oxford/AstraZeneca,112933
Latvia,2021-04-03,Pfizer/BioNTech,41312
Latvia,2021-04-04,Moderna,23164
Latvia,2021-04-04,Oxford/AstraZeneca,114551
Latvia,2021-04-04,Pfizer/BioNTech,41316
Latvia,2021-04-05,Johnson&Johnson,15
Latvia,2021-04-05,Moderna,23304
Latvia,2021-04-05,Oxford/AstraZeneca,117284
Latvia,2021-04-05,Pfizer/BioNTech,41324
Latvia,2021-04-06,Johnson&Johnson,16
Latvia,2021-04-06,Moderna,25033
Latvia,2021-04-06,Oxford/AstraZeneca,121563
Latvia,2021-04-06,Pfizer/BioNTech,41389
Latvia,2021-04-07,Johnson&Johnson,25
Latvia,2021-04-07,Moderna,27427
Latvia,2021-04-07,Oxford/AstraZeneca,129611
Latvia,2021-04-07,Pfizer/BioNTech,41523
Latvia,2021-04-08,Johnson&Johnson,30
Latvia,2021-04-08,Moderna,29436
Latvia,2021-04-08,Oxford/AstraZeneca,134941
Latvia,2021-04-08,Pfizer/BioNTech,41980
Latvia,2021-04-09,Johnson&Johnson,36
Latvia,2021-04-09,Moderna,30853
Latvia,2021-04-09,Oxford/AstraZeneca,138945
Latvia,2021-04-09,Pfizer/BioNTech,42286
Latvia,2021-04-10,Moderna,31006
Latvia,2021-04-10,Oxford/AstraZeneca,140759
Latvia,2021-04-10,Pfizer/BioNTech,42345
Latvia,2021-04-11,Johnson&Johnson,38
Latvia,2021-04-11,Moderna,31008
Latvia,2021-04-11,Oxford/AstraZeneca,140850
Latvia,2021-04-11,Pfizer/BioNTech,42349
Latvia,2021-04-12,Moderna,31573
Latvia,2021-04-12,Oxford/AstraZeneca,142857
Latvia,2021-04-12,Pfizer/BioNTech,42774
Latvia,2021-04-13,Johnson&Johnson,39
Latvia,2021-04-13,Moderna,32465
Latvia,2021-04-13,Oxford/AstraZeneca,145105
Latvia,2021-04-13,Pfizer/BioNTech,44015
Latvia,2021-04-14,Moderna,34348
Latvia,2021-04-14,Oxford/AstraZeneca,147676
Latvia,2021-04-14,Pfizer/BioNTech,46430
Latvia,2021-04-15,Moderna,36175
Latvia,2021-04-15,Oxford/AstraZeneca,149886
Latvia,2021-04-15,Pfizer/BioNTech,48719
Latvia,2021-04-16,Moderna,37113
Latvia,2021-04-16,Oxford/AstraZeneca,155021
Latvia,2021-04-16,Pfizer/BioNTech,52125
Latvia,2021-04-17,Moderna,37327
Latvia,2021-04-17,Oxford/AstraZeneca,160510
Latvia,2021-04-17,Pfizer/BioNTech,52943
Latvia,2021-04-18,Moderna,37425
Latvia,2021-04-18,Oxford/AstraZeneca,160901
Latvia,2021-04-18,Pfizer/BioNTech,53385
Latvia,2021-04-19,Moderna,38790
Latvia,2021-04-19,Oxford/AstraZeneca,161777
Latvia,2021-04-19,Pfizer/BioNTech,55151
Latvia,2021-04-20,Moderna,42813
Latvia,2021-04-20,Oxford/AstraZeneca,162751
Latvia,2021-04-20,Pfizer/BioNTech,57569
Latvia,2021-04-21,Moderna,48252
Latvia,2021-04-21,Oxford/AstraZeneca,164353
Latvia,2021-04-21,Pfizer/BioNTech,60996
Latvia,2021-04-22,Moderna,54252
Latvia,2021-04-22,Oxford/AstraZeneca,165196
Latvia,2021-04-22,Pfizer/BioNTech,64046
Latvia,2021-04-23,Moderna,58406
Latvia,2021-04-23,Oxford/AstraZeneca,166378
Latvia,2021-04-23,Pfizer/BioNTech,69544
Latvia,2021-04-24,Moderna,58829
Latvia,2021-04-24,Oxford/AstraZeneca,167030
Latvia,2021-04-24,Pfizer/BioNTech,74685
Latvia,2021-04-25,Moderna,59077
Latvia,2021-04-25,Oxford/AstraZeneca,167121
Latvia,2021-04-25,Pfizer/BioNTech,75747
Latvia,2021-04-26,Moderna,61195
Latvia,2021-04-26,Oxford/AstraZeneca,168683
Latvia,2021-04-26,Pfizer/BioNTech,76664
Latvia,2021-04-27,Johnson&Johnson,114
Latvia,2021-04-27,Moderna,64566
Latvia,2021-04-27,Oxford/AstraZeneca,171076
Latvia,2021-04-27,Pfizer/BioNTech,78357
Latvia,2021-04-28,Johnson&Johnson,225
Latvia,2021-04-28,Moderna,68653
Latvia,2021-04-28,Oxford/AstraZeneca,173881
Latvia,2021-04-28,Pfizer/BioNTech,86014
Latvia,2021-04-29,Johnson&Johnson,274
Latvia,2021-04-29,Moderna,72862
Latvia,2021-04-29,Oxford/AstraZeneca,176979
Latvia,2021-04-29,Pfizer/BioNTech,93136
Latvia,2021-04-30,Johnson&Johnson,356
Latvia,2021-04-30,Moderna,75819
Latvia,2021-04-30,Oxford/AstraZeneca,179146
Latvia,2021-04-30,Pfizer/BioNTech,99497
Latvia,2021-05-01,Johnson&Johnson,358
Latvia,2021-05-01,Moderna,76058
Latvia,2021-05-01,Oxford/AstraZeneca,179531
Latvia,2021-05-01,Pfizer/BioNTech,105733
Latvia,2021-05-02,Johnson&Johnson,369
Latvia,2021-05-02,Moderna,76095
Latvia,2021-05-02,Oxford/AstraZeneca,179553
Latvia,2021-05-02,Pfizer/BioNTech,107274
Latvia,2021-05-03,Johnson&Johnson,370
Latvia,2021-05-03,Moderna,76737
Latvia,2021-05-03,Oxford/AstraZeneca,180099
Latvia,2021-05-03,Pfizer/BioNTech,109082
Latvia,2021-05-04,Johnson&Johnson,373
Latvia,2021-05-04,Moderna,76827
Latvia,2021-05-04,Oxford/AstraZeneca,180104
Latvia,2021-05-04,Pfizer/BioNTech,117874
Latvia,2021-05-05,Johnson&Johnson,508
Latvia,2021-05-05,Moderna,80717
Latvia,2021-05-05,Oxford/AstraZeneca,182913
Latvia,2021-05-05,Pfizer/BioNTech,127811
Latvia,2021-05-06,Johnson&Johnson,680
Latvia,2021-05-06,Moderna,85058
Latvia,2021-05-06,Oxford/AstraZeneca,186817
Latvia,2021-05-06,Pfizer/BioNTech,141124
Latvia,2021-05-07,Johnson&Johnson,845
Latvia,2021-05-07,Moderna,89112
Latvia,2021-05-07,Oxford/AstraZeneca,189850
Latvia,2021-05-07,Pfizer/BioNTech,153903
Latvia,2021-05-08,Johnson&Johnson,893
Latvia,2021-05-08,Moderna,90782
Latvia,2021-05-08,Oxford/AstraZeneca,190971
Latvia,2021-05-08,Pfizer/BioNTech,163369
Latvia,2021-05-09,Johnson&Johnson,976
Latvia,2021-05-09,Moderna,90785
Latvia,2021-05-09,Oxford/AstraZeneca,190997
Latvia,2021-05-09,Pfizer/BioNTech,164885
Latvia,2021-05-10,Johnson&Johnson,1101
Latvia,2021-05-10,Moderna,92753
Latvia,2021-05-10,Oxford/AstraZeneca,193454
Latvia,2021-05-10,Pfizer/BioNTech,169928
Latvia,2021-05-11,Johnson&Johnson,1381
Latvia,2021-05-11,Moderna,95319
Latvia,2021-05-11,Oxford/AstraZeneca,195757
Latvia,2021-05-11,Pfizer/BioNTech,182797
Latvia,2021-05-12,Johnson&Johnson,1952
Latvia,2021-05-12,Moderna,98989
Latvia,2021-05-12,Oxford/AstraZeneca,198302
Latvia,2021-05-12,Pfizer/BioNTech,198838
Latvia,2021-05-13,Johnson&Johnson,2613
Latvia,2021-05-13,Moderna,102585
Latvia,2021-05-13,Oxford/AstraZeneca,201188
Latvia,2021-05-13,Pfizer/BioNTech,214157
Latvia,2021-05-14,Johnson&Johnson,3530
Latvia,2021-05-14,Moderna,105590
Latvia,2021-05-14,Oxford/AstraZeneca,204645
Latvia,2021-05-14,Pfizer/BioNTech,228721
Latvia,2021-05-15,Johnson&Johnson,3623
Latvia,2021-05-15,Moderna,106120
Latvia,2021-05-15,Oxford/AstraZeneca,205241
Latvia,2021-05-15,Pfizer/BioNTech,240821
Latvia,2021-05-16,Johnson&Johnson,3643
Latvia,2021-05-16,Moderna,106362
Latvia,2021-05-16,Oxford/AstraZeneca,205281
Latvia,2021-05-16,Pfizer/BioNTech,245556
Latvia,2021-05-17,Johnson&Johnson,4276
Latvia,2021-05-17,Moderna,108995
Latvia,2021-05-17,Oxford/AstraZeneca,207637
Latvia,2021-05-17,Pfizer/BioNTech,251905
Latvia,2021-05-18,Johnson&Johnson,5556
Latvia,2021-05-18,Moderna,113556
Latvia,2021-05-18,Oxford/AstraZeneca,209405
Latvia,2021-05-18,Pfizer/BioNTech,261645
Latvia,2021-05-19,Johnson&Johnson,7469
Latvia,2021-05-19,Moderna,118946
Latvia,2021-05-19,Oxford/AstraZeneca,211543
Latvia,2021-05-19,Pfizer/BioNTech,275345
Latvia,2021-05-20,Johnson&Johnson,9259
Latvia,2021-05-20,Moderna,124925
Latvia,2021-05-20,Oxford/AstraZeneca,213650
Latvia,2021-05-20,Pfizer/BioNTech,286893
Latvia,2021-05-21,Johnson&Johnson,11646
Latvia,2021-05-21,Moderna,129016
Latvia,2021-05-21,Oxford/AstraZeneca,215073
Latvia,2021-05-21,Pfizer/BioNTech,299762
Latvia,2021-05-22,Johnson&Johnson,13128
Latvia,2021-05-22,Moderna,130649
Latvia,2021-05-22,Oxford/AstraZeneca,215494
Latvia,2021-05-22,Pfizer/BioNTech,308972
Latvia,2021-05-23,Johnson&Johnson,13340
Latvia,2021-05-23,Moderna,131499
Latvia,2021-05-23,Oxford/AstraZeneca,215499
Latvia,2021-05-23,Pfizer/BioNTech,310730
Latvia,2021-05-24,Johnson&Johnson,14707
Latvia,2021-05-24,Moderna,134243
Latvia,2021-05-24,Oxford/AstraZeneca,217421
Latvia,2021-05-24,Pfizer/BioNTech,316568
Latvia,2021-05-25,Johnson&Johnson,15830
Latvia,2021-05-25,Moderna,138324
Latvia,2021-05-25,Oxford/AstraZeneca,219753
Latvia,2021-05-25,Pfizer/BioNTech,329558
Latvia,2021-05-26,Johnson&Johnson,16856
Latvia,2021-05-26,Moderna,142338
Latvia,2021-05-26,Oxford/AstraZeneca,222856
Latvia,2021-05-26,Pfizer/BioNTech,343315
Latvia,2021-05-27,Johnson&Johnson,17784
Latvia,2021-05-27,Moderna,146020
Latvia,2021-05-27,Oxford/AstraZeneca,225636
Latvia,2021-05-27,Pfizer/BioNTech,357829
Latvia,2021-05-28,Johnson&Johnson,19217
Latvia,2021-05-28,Moderna,150151
Latvia,2021-05-28,Oxford/AstraZeneca,227580
Latvia,2021-05-28,Pfizer/BioNTech,375008
Latvia,2021-05-29,Johnson&Johnson,20866
Latvia,2021-05-29,Moderna,150808
Latvia,2021-05-29,Oxford/AstraZeneca,227833
Latvia,2021-05-29,Pfizer/BioNTech,384311
Latvia,2021-05-30,Johnson&Johnson,21603
Latvia,2021-05-30,Moderna,151002
Latvia,2021-05-30,Oxford/AstraZeneca,227868
Latvia,2021-05-30,Pfizer/BioNTech,387483
Latvia,2021-05-31,Johnson&Johnson,22663
Latvia,2021-05-31,Moderna,152697
Latvia,2021-05-31,Oxford/AstraZeneca,229495
Latvia,2021-05-31,Pfizer/BioNTech,396135
Latvia,2021-06-01,Johnson&Johnson,23613
Latvia,2021-06-01,Moderna,154453
Latvia,2021-06-01,Oxford/AstraZeneca,232166
Latvia,2021-06-01,Pfizer/BioNTech,411930
Latvia,2021-06-02,Johnson&Johnson,25070
Latvia,2021-06-02,Moderna,157362
Latvia,2021-06-02,Oxford/AstraZeneca,234854
Latvia,2021-06-02,Pfizer/BioNTech,426855
Latvia,2021-06-03,Johnson&Johnson,26150
Latvia,2021-06-03,Moderna,161279
Latvia,2021-06-03,Oxford/AstraZeneca,237185
Latvia,2021-06-03,Pfizer/BioNTech,441318
Latvia,2021-06-04,Johnson&Johnson,27964
Latvia,2021-06-04,Moderna,166091
Latvia,2021-06-04,Oxford/AstraZeneca,238498
Latvia,2021-06-04,Pfizer/BioNTech,453430
Latvia,2021-06-05,Johnson&Johnson,29003
Latvia,2021-06-05,Moderna,167761
Latvia,2021-06-05,Oxford/AstraZeneca,238764
Latvia,2021-06-05,Pfizer/BioNTech,461696
Latvia,2021-06-06,Johnson&Johnson,30085
Latvia,2021-06-06,Moderna,167866
Latvia,2021-06-06,Oxford/AstraZeneca,238776
Latvia,2021-06-06,Pfizer/BioNTech,465708
Latvia,2021-06-07,Johnson&Johnson,31132
Latvia,2021-06-07,Moderna,170109
Latvia,2021-06-07,Oxford/AstraZeneca,240717
Latvia,2021-06-07,Pfizer/BioNTech,475398
Latvia,2021-06-08,Johnson&Johnson,32544
Latvia,2021-06-08,Moderna,172333
Latvia,2021-06-08,Oxford/AstraZeneca,244005
Latvia,2021-06-08,Pfizer/BioNTech,486576
Latvia,2021-06-09,Johnson&Johnson,33758
Latvia,2021-06-09,Moderna,174589
Latvia,2021-06-09,Oxford/AstraZeneca,247572
Latvia,2021-06-09,Pfizer/BioNTech,497892
Latvia,2021-06-10,Johnson&Johnson,35355
Latvia,2021-06-10,Moderna,176951
Latvia,2021-06-10,Oxford/AstraZeneca,250703
Latvia,2021-06-10,Pfizer/BioNTech,507809
Latvia,2021-06-11,Johnson&Johnson,36927
Latvia,2021-06-11,Moderna,179606
Latvia,2021-06-11,Oxford/AstraZeneca,253218
Latvia,2021-06-11,Pfizer/BioNTech,518443
Latvia,2021-06-12,Johnson&Johnson,38221
Latvia,2021-06-12,Moderna,180654
Latvia,2021-06-12,Oxford/AstraZeneca,253445
Latvia,2021-06-12,Pfizer/BioNTech,524131
Latvia,2021-06-13,Johnson&Johnson,38684
Latvia,2021-06-13,Moderna,180980
Latvia,2021-06-13,Oxford/AstraZeneca,253456
Latvia,2021-06-13,Pfizer/BioNTech,524961
Latvia,2021-06-14,Johnson&Johnson,39577
Latvia,2021-06-14,Moderna,182914
Latvia,2021-06-14,Oxford/AstraZeneca,254717
Latvia,2021-06-14,Pfizer/BioNTech,531246
Latvia,2021-06-15,Johnson&Johnson,41243
Latvia,2021-06-15,Moderna,184627
Latvia,2021-06-15,Oxford/AstraZeneca,257500
Latvia,2021-06-15,Pfizer/BioNTech,538054
Latvia,2021-06-16,Johnson&Johnson,42842
Latvia,2021-06-16,Moderna,186712
Latvia,2021-06-16,Oxford/AstraZeneca,260263
Latvia,2021-06-16,Pfizer/BioNTech,547511
Latvia,2021-06-17,Johnson&Johnson,44496
Latvia,2021-06-17,Moderna,188293
Latvia,2021-06-17,Oxford/AstraZeneca,262515
Latvia,2021-06-17,Pfizer/BioNTech,555307
Latvia,2021-06-18,Johnson&Johnson,46504
Latvia,2021-06-18,Moderna,190227
Latvia,2021-06-18,Oxford/AstraZeneca,264587
Latvia,2021-06-18,Pfizer/BioNTech,566604
Latvia,2021-06-19,Johnson&Johnson,47994
Latvia,2021-06-19,Moderna,191839
Latvia,2021-06-19,Oxford/AstraZeneca,265109
Latvia,2021-06-19,Pfizer/BioNTech,571447
Latvia,2021-06-20,Johnson&Johnson,48655
Latvia,2021-06-20,Moderna,192543
Latvia,2021-06-20,Oxford/AstraZeneca,265172
Latvia,2021-06-20,Pfizer/BioNTech,573495
Latvia,2021-06-21,Johnson&Johnson,50174
Latvia,2021-06-21,Moderna,194280
