location,date,vaccine,total_vaccinations
Chile,2021-02-17,Pfizer/BioNTech,113481.0
Chile,2021-02-17,Sinovac,2487223.0
Chile,2021-02-18,Pfizer/BioNTech,113484.0
Chile,2021-02-18,Sinovac,2642484.0
Chile,2021-02-19,Pfizer/BioNTech,113484.0
Chile,2021-02-19,Sinovac,2784610.0
Chile,2021-02-20,Pfizer/BioNTech,113486.0
Chile,2021-02-20,Sinovac,2794250.0
Chile,2021-02-21,Pfizer/BioNTech,113486.0
Chile,2021-02-21,Sinovac,2795412.0
Chile,2021-02-22,Pfizer/BioNTech,125575.0
Chile,2021-02-22,Sinovac,2891449.0
Chile,2021-02-23,Pfizer/BioNTech,150419.0
Chile,2021-02-23,Sinovac,2960845.0
Chile,2021-02-24,Pfizer/BioNTech,178939.0
Chile,2021-02-24,Sinovac,3018600.0
Chile,2021-02-25,Pfizer/BioNTech,212656.0
Chile,2021-02-25,Sinovac,3070963.0
Chile,2021-02-26,Pfizer/BioNTech,242387.0
Chile,2021-02-26,Sinovac,3119624.0
Chile,2021-02-27,Pfizer/BioNTech,248712.0
Chile,2021-02-27,Sinovac,3123346.0
Chile,2021-02-28,Pfizer/BioNTech,248714.0
Chile,2021-02-28,Sinovac,3123699.0
Chile,2021-03-01,Pfizer/BioNTech,263619.0
Chile,2021-03-01,Sinovac,3246356.0
Chile,2021-03-02,Pfizer/BioNTech,294542.0
Chile,2021-03-02,Sinovac,3386809.0
Chile,2021-03-03,Pfizer/BioNTech,313110.0
Chile,2021-03-03,Sinovac,3680173.0
Chile,2021-03-04,Pfizer/BioNTech,322220.0
Chile,2021-03-04,Sinovac,3981646.0
Chile,2021-03-05,Pfizer/BioNTech,327977.0
Chile,2021-03-05,Sinovac,4273770.0
Chile,2021-03-06,Pfizer/BioNTech,328321.0
Chile,2021-03-06,Sinovac,4307208.0
Chile,2021-03-07,Pfizer/BioNTech,328427.0
Chile,2021-03-07,Sinovac,4315066.0
Chile,2021-03-08,Pfizer/BioNTech,341027.0
Chile,2021-03-08,Sinovac,4653138.0
Chile,2021-03-09,Pfizer/BioNTech,378612.0
Chile,2021-03-09,Sinovac,4992135.0
Chile,2021-03-10,Pfizer/BioNTech,420224.0
Chile,2021-03-10,Sinovac,5351909.0
Chile,2021-03-11,Pfizer/BioNTech,465967.0
Chile,2021-03-11,Sinovac,5723267.0
Chile,2021-03-12,Pfizer/BioNTech,483380.0
Chile,2021-03-12,Sinovac,6080242.0
Chile,2021-03-13,Pfizer/BioNTech,483933.0
Chile,2021-03-13,Sinovac,6130147.0
Chile,2021-03-14,Pfizer/BioNTech,483933.0
Chile,2021-03-14,Sinovac,6136732.0
Chile,2021-03-15,Pfizer/BioNTech,507853.0
Chile,2021-03-15,Sinovac,6543119.0
Chile,2021-03-16,Pfizer/BioNTech,561401.0
Chile,2021-03-16,Sinovac,6899860.0
Chile,2021-03-17,Pfizer/BioNTech,616944.0
Chile,2021-03-17,Sinovac,7211637.0
Chile,2021-03-18,Pfizer/BioNTech,666544.0
Chile,2021-03-18,Sinovac,7497016.0
Chile,2021-03-19,Pfizer/BioNTech,689716.0
Chile,2021-03-19,Sinovac,7768373.0
Chile,2021-03-20,Pfizer/BioNTech,691636.0
Chile,2021-03-20,Sinovac,7800649.0
Chile,2021-03-21,Pfizer/BioNTech,691646.0
Chile,2021-03-21,Sinovac,7804662.0
Chile,2021-03-22,Pfizer/BioNTech,727740.0
Chile,2021-03-22,Sinovac,8037338.0
Chile,2021-03-23,Pfizer/BioNTech,787672.0
Chile,2021-03-23,Sinovac,8218299.0
Chile,2021-03-24,Pfizer/BioNTech,840574.0
Chile,2021-03-24,Sinovac,8384492.0
Chile,2021-03-25,Pfizer/BioNTech,895173.0
Chile,2021-03-25,Sinovac,8542593.0
Chile,2021-03-26,Pfizer/BioNTech,933613.0
Chile,2021-03-26,Sinovac,8721847.0
Chile,2021-03-27,Pfizer/BioNTech,935648.0
Chile,2021-03-27,Sinovac,8735504.0
Chile,2021-03-28,Pfizer/BioNTech,935648.0
Chile,2021-03-28,Sinovac,8736896.0
Chile,2021-03-29,Pfizer/BioNTech,957698.0
Chile,2021-03-29,Sinovac,8981618.0
Chile,2021-03-30,Pfizer/BioNTech,1015195.0
Chile,2021-03-30,Sinovac,9202809.0
Chile,2021-03-31,Pfizer/BioNTech,1061372.0
Chile,2021-03-31,Sinovac,9436967.0
Chile,2021-04-01,Pfizer/BioNTech,1085164.0
Chile,2021-04-01,Sinovac,9716520.0
Chile,2021-04-02,Pfizer/BioNTech,1085389.0
Chile,2021-04-02,Sinovac,9723332.0
Chile,2021-04-03,Pfizer/BioNTech,1085582.0
Chile,2021-04-03,Sinovac,9726365.0
Chile,2021-04-04,Pfizer/BioNTech,1085585.0
Chile,2021-04-04,Sinovac,9727483.0
Chile,2021-04-05,Pfizer/BioNTech,1116746.0
Chile,2021-04-05,Sinovac,9981149.0
Chile,2021-04-06,Pfizer/BioNTech,1199553.0
Chile,2021-04-06,Sinovac,10138173.0
Chile,2021-04-07,Pfizer/BioNTech,1288850.0
Chile,2021-04-07,Sinovac,10282200.0
Chile,2021-04-08,Pfizer/BioNTech,1367135.0
Chile,2021-04-08,Sinovac,10443482.0
Chile,2021-04-09,Pfizer/BioNTech,1416393.0
Chile,2021-04-09,Sinovac,10613203.0
Chile,2021-04-10,Pfizer/BioNTech,1424223.0
Chile,2021-04-10,Sinovac,10631404.0
Chile,2021-04-11,Pfizer/BioNTech,1424729.0
Chile,2021-04-11,Sinovac,10633351.0
Chile,2021-04-12,Pfizer/BioNTech,1489528.0
Chile,2021-04-12,Sinovac,10805583.0
Chile,2021-04-13,Pfizer/BioNTech,1577761.0
Chile,2021-04-13,Sinovac,10952693.0
Chile,2021-04-14,Pfizer/BioNTech,1667296.0
Chile,2021-04-14,Sinovac,11092684.0
Chile,2021-04-15,Pfizer/BioNTech,1735324.0
Chile,2021-04-15,Sinovac,11231849.0
Chile,2021-04-16,Pfizer/BioNTech,1786080.0
Chile,2021-04-16,Sinovac,11375308.0
Chile,2021-04-17,Pfizer/BioNTech,1792007.0
Chile,2021-04-17,Sinovac,11391668.0
Chile,2021-04-18,Pfizer/BioNTech,1792684.0
Chile,2021-04-18,Sinovac,11393629.0
Chile,2021-04-19,Pfizer/BioNTech,1816748.0
Chile,2021-04-19,Sinovac,11564527.0
Chile,2021-04-20,Pfizer/BioNTech,1861221.0
Chile,2021-04-20,Sinovac,11709395.0
Chile,2021-04-21,Pfizer/BioNTech,1907290.0
Chile,2021-04-21,Sinovac,11840928.0
Chile,2021-04-22,Pfizer/BioNTech,1954410.0
Chile,2021-04-22,Sinovac,11994530.0
Chile,2021-04-23,Pfizer/BioNTech,1983396.0
Chile,2021-04-23,Sinovac,12149172.0
Chile,2021-04-24,Pfizer/BioNTech,1985793.0
Chile,2021-04-24,Sinovac,12164459.0
Chile,2021-04-25,Pfizer/BioNTech,1985794.0
Chile,2021-04-25,Sinovac,12165501.0
Chile,2021-04-26,Pfizer/BioNTech,2031169.0
Chile,2021-04-26,Sinovac,12316829.0
Chile,2021-04-27,Pfizer/BioNTech,2095056.0
Chile,2021-04-27,Sinovac,12424483.0
Chile,2021-04-28,Oxford/AstraZeneca,3607.0
Chile,2021-04-28,Pfizer/BioNTech,2149934.0
Chile,2021-04-28,Sinovac,12535138.0
Chile,2021-04-29,Oxford/AstraZeneca,10150.0
Chile,2021-04-29,Pfizer/BioNTech,2182503.0
Chile,2021-04-29,Sinovac,12651439.0
Chile,2021-04-30,Oxford/AstraZeneca,23877.0
Chile,2021-04-30,Pfizer/BioNTech,2213554.0
Chile,2021-04-30,Sinovac,12694531.0
Chile,2021-05-01,Oxford/AstraZeneca,24163.0
Chile,2021-05-01,Pfizer/BioNTech,2214731.0
Chile,2021-05-01,Sinovac,12695368.0
Chile,2021-05-02,Oxford/AstraZeneca,24345.0
Chile,2021-05-02,Pfizer/BioNTech,2215123.0
Chile,2021-05-02,Sinovac,12696260.0
Chile,2021-05-03,Oxford/AstraZeneca,44442.0
Chile,2021-05-03,Pfizer/BioNTech,2239030.0
Chile,2021-05-03,Sinovac,12804129.0
Chile,2021-05-04,Oxford/AstraZeneca,61214.0
Chile,2021-05-04,Pfizer/BioNTech,2285193.0
Chile,2021-05-04,Sinovac,12910891.0
Chile,2021-05-05,Oxford/AstraZeneca,71040.0
Chile,2021-05-05,Pfizer/BioNTech,2333738.0
Chile,2021-05-05,Sinovac,13027662.0
Chile,2021-05-06,Oxford/AstraZeneca,78256.0
Chile,2021-05-06,Pfizer/BioNTech,2374609.0
Chile,2021-05-06,Sinovac,13137831.0
Chile,2021-05-07,Oxford/AstraZeneca,82403.0
Chile,2021-05-07,Pfizer/BioNTech,2408617.0
Chile,2021-05-07,Sinovac,13247650.0
Chile,2021-05-08,Oxford/AstraZeneca,83073.0
Chile,2021-05-08,Pfizer/BioNTech,2414356.0
Chile,2021-05-08,Sinovac,13266832.0
Chile,2021-05-09,Oxford/AstraZeneca,83143.0
Chile,2021-05-09,Pfizer/BioNTech,2414421.0
Chile,2021-05-09,Sinovac,13268102.0
Chile,2021-05-10,Oxford/AstraZeneca,86099.0
Chile,2021-05-10,Pfizer/BioNTech,2453923.0
Chile,2021-05-10,Sinovac,13399365.0
Chile,2021-05-11,Oxford/AstraZeneca,88079.0
Chile,2021-05-11,Pfizer/BioNTech,2520095.0
Chile,2021-05-11,Sinovac,13523988.0
Chile,2021-05-12,Oxford/AstraZeneca,89746.0
Chile,2021-05-12,Pfizer/BioNTech,2579589.0
Chile,2021-05-12,Sinovac,13646192.0
Chile,2021-05-13,Oxford/AstraZeneca,90298.0
Chile,2021-05-13,Pfizer/BioNTech,2627527.0
Chile,2021-05-13,Sinovac,13755391.0
Chile,2021-05-14,Oxford/AstraZeneca,90540.0
Chile,2021-05-14,Pfizer/BioNTech,2672461.0
Chile,2021-05-14,Sinovac,13869702.0
Chile,2021-05-15,Oxford/AstraZeneca,90580.0
Chile,2021-05-15,Pfizer/BioNTech,2672755.0
Chile,2021-05-15,Sinovac,13870825.0
Chile,2021-05-16,Oxford/AstraZeneca,90580.0
Chile,2021-05-16,Pfizer/BioNTech,2672835.0
Chile,2021-05-16,Sinovac,13871181.0
Chile,2021-05-17,Oxford/AstraZeneca,90875.0
Chile,2021-05-17,Pfizer/BioNTech,2726227.0
Chile,2021-05-17,Sinovac,13989160.0
Chile,2021-05-18,Oxford/AstraZeneca,92305.0
Chile,2021-05-18,Pfizer/BioNTech,2804893.0
Chile,2021-05-18,Sinovac,14092856.0
Chile,2021-05-19,Oxford/AstraZeneca,98823.0
Chile,2021-05-19,Pfizer/BioNTech,2884487.0
Chile,2021-05-19,Sinovac,14173769.0
Chile,2021-05-20,Oxford/AstraZeneca,105541.0
Chile,2021-05-20,Pfizer/BioNTech,2955489.0
Chile,2021-05-20,Sinovac,14287894.0
Chile,2021-05-21,Oxford/AstraZeneca,105612.0
Chile,2021-05-21,Pfizer/BioNTech,2962541.0
Chile,2021-05-21,Sinovac,14290436.0
Chile,2021-05-22,Oxford/AstraZeneca,106105.0
Chile,2021-05-22,Pfizer/BioNTech,2975135.0
Chile,2021-05-22,Sinovac,14310455.0
Chile,2021-05-23,Oxford/AstraZeneca,106125.0
Chile,2021-05-23,Pfizer/BioNTech,2976265.0
Chile,2021-05-23,Sinovac,14313592.0
Chile,2021-05-24,Oxford/AstraZeneca,118536.0
Chile,2021-05-24,Pfizer/BioNTech,3050536.0
Chile,2021-05-24,Sinovac,14463892.0
Chile,2021-05-25,Oxford/AstraZeneca,136111.0
Chile,2021-05-25,Pfizer/BioNTech,3162023.0
Chile,2021-05-25,Sinovac,14581606.0
Chile,2021-05-26,Oxford/AstraZeneca,161500.0
Chile,2021-05-26,Pfizer/BioNTech,3236227.0
Chile,2021-05-26,Sinovac,14711046.0
Chile,2021-05-27,Oxford/AstraZeneca,195431.0
Chile,2021-05-27,Pfizer/BioNTech,3292972.0
Chile,2021-05-27,Sinovac,14823586.0
Chile,2021-05-28,Oxford/AstraZeneca,227532.0
Chile,2021-05-28,Pfizer/BioNTech,3341037.0
Chile,2021-05-28,Sinovac,14929768.0
Chile,2021-05-29,Oxford/AstraZeneca,235975.0
Chile,2021-05-29,Pfizer/BioNTech,3353298.0
Chile,2021-05-29,Sinovac,14956438.0
Chile,2021-05-30,Oxford/AstraZeneca,237369.0
Chile,2021-05-30,Pfizer/BioNTech,3354859.0
Chile,2021-05-30,Sinovac,14963577.0
Chile,2021-05-31,Oxford/AstraZeneca,281166.0
Chile,2021-05-31,Pfizer/BioNTech,3422990.0
Chile,2021-05-31,Sinovac,15067248.0
Chile,2021-06-01,Oxford/AstraZeneca,326573.0
Chile,2021-06-01,Pfizer/BioNTech,3526307.0
Chile,2021-06-01,Sinovac,15129516.0
Chile,2021-06-02,Oxford/AstraZeneca,359055.0
Chile,2021-06-02,Pfizer/BioNTech,3606392.0
Chile,2021-06-02,Sinovac,15197835.0
Chile,2021-06-03,Oxford/AstraZeneca,361399.0
Chile,2021-06-03,Pfizer/BioNTech,3653959.0
Chile,2021-06-03,Sinovac,15272104.0
Chile,2021-06-04,Oxford/AstraZeneca,362953.0
Chile,2021-06-04,Pfizer/BioNTech,3678473.0
Chile,2021-06-04,Sinovac,15356872.0
Chile,2021-06-05,Oxford/AstraZeneca,363263.0
Chile,2021-06-05,Pfizer/BioNTech,3683589.0
Chile,2021-06-05,Sinovac,15379261.0
Chile,2021-06-06,Oxford/AstraZeneca,363293.0
Chile,2021-06-06,Pfizer/BioNTech,3684180.0
Chile,2021-06-06,Sinovac,15381848.0
Chile,2021-06-07,Oxford/AstraZeneca,365249.0
Chile,2021-06-07,Pfizer/BioNTech,3695919.0
Chile,2021-06-07,Sinovac,15522107.0
Chile,2021-06-08,Oxford/AstraZeneca,366932.0
Chile,2021-06-08,Pfizer/BioNTech,3709562.0
Chile,2021-06-08,Sinovac,15671461.0
Chile,2021-06-09,Oxford/AstraZeneca,368903.0
Chile,2021-06-09,Pfizer/BioNTech,3721844.0
Chile,2021-06-09,Sinovac,15834153.0
Chile,2021-06-10,Oxford/AstraZeneca,370191.0
Chile,2021-06-10,Pfizer/BioNTech,3735800.0
Chile,2021-06-10,Sinovac,16008863.0
Chile,2021-06-11,Oxford/AstraZeneca,371424.0
Chile,2021-06-11,Pfizer/BioNTech,3752690.0
Chile,2021-06-11,Sinovac,16165677.0
Chile,2021-06-12,Oxford/AstraZeneca,371751.0
Chile,2021-06-12,Pfizer/BioNTech,3755505.0
Chile,2021-06-12,Sinovac,16194652.0
Chile,2021-06-13,Oxford/AstraZeneca,371766.0
Chile,2021-06-13,Pfizer/BioNTech,3756050.0
Chile,2021-06-13,Sinovac,16196110.0
Chile,2021-06-14,Oxford/AstraZeneca,372939.0
Chile,2021-06-14,Pfizer/BioNTech,3788100.0
Chile,2021-06-14,Sinovac,16380401.0
Chile,2021-06-15,Oxford/AstraZeneca,373757.0
Chile,2021-06-15,Pfizer/BioNTech,3841330.0
Chile,2021-06-15,Sinovac,16533430.0
Chile,2021-06-16,Oxford/AstraZeneca,374620.0
Chile,2021-06-16,Pfizer/BioNTech,3913008.0
Chile,2021-06-16,Sinovac,16683861.0
Chile,2021-06-17,Oxford/AstraZeneca,375401.0
Chile,2021-06-17,Pfizer/BioNTech,3979748.0
Chile,2021-06-17,Sinovac,16797309.0
Chile,2021-06-18,Oxford/AstraZeneca,376247.0
Chile,2021-06-18,Pfizer/BioNTech,4017358.0
Chile,2021-06-18,Sinovac,16863751.0
Chile,2021-06-19,Oxford/AstraZeneca,376391.0
Chile,2021-06-19,Pfizer/BioNTech,4028861.0
Chile,2021-06-19,Sinovac,16888546.0
Chile,2021-06-20,Oxford/AstraZeneca,376401.0
Chile,2021-06-20,Pfizer/BioNTech,4030092.0
Chile,2021-06-20,Sinovac,16891247.0
Chile,2021-06-21,Oxford/AstraZeneca,376523.0
Chile,2021-06-21,Pfizer/BioNTech,4039803.0
Chile,2021-06-21,Sinovac,16901065.0
Chile,2021-06-22,Oxford/AstraZeneca,378352.0
Chile,2021-06-22,Pfizer/BioNTech,4202920.0
Chile,2021-06-22,Sinovac,17041200.0
Chile,2021-06-23,Oxford/AstraZeneca,380619.0
Chile,2021-06-23,Pfizer/BioNTech,4318351.0
Chile,2021-06-23,Sinovac,17162719.0
Chile,2021-06-24,Oxford/AstraZeneca,384078.0
Chile,2021-06-24,Pfizer/BioNTech,4404512.0
Chile,2021-06-24,Sinovac,17262728.0
Chile,2021-06-25,Oxford/AstraZeneca,388136.0
Chile,2021-06-25,Pfizer/BioNTech,4477265.0
Chile,2021-06-25,Sinovac,17347018.0
Chile,2021-06-26,Oxford/AstraZeneca,389377.0
Chile,2021-06-26,Pfizer/BioNTech,4498247.0
Chile,2021-06-26,Sinovac,17367604.0
Chile,2021-06-27,Oxford/AstraZeneca,389468.0
Chile,2021-06-27,Pfizer/BioNTech,4500488.0
Chile,2021-06-27,Sinovac,17369681.0
Chile,2021-06-28,Oxford/AstraZeneca,389634.0
Chile,2021-06-28,Pfizer/BioNTech,4503184.0
Chile,2021-06-28,Sinovac,17371199.0
Chile,2021-06-29,Oxford/AstraZeneca,395447.0
Chile,2021-06-29,Pfizer/BioNTech,4636812.0
Chile,2021-06-29,Sinovac,17449163.0
Chile,2021-06-30,Oxford/AstraZeneca,399710.0
Chile,2021-06-30,Pfizer/BioNTech,4768916.0
Chile,2021-06-30,Sinovac,17494808.0
Chile,2021-07-01,Oxford/AstraZeneca,402761.0
Chile,2021-07-01,Pfizer/BioNTech,4904047.0
Chile,2021-07-01,Sinovac,17525355.0
Chile,2021-07-02,Oxford/AstraZeneca,405348.0
Chile,2021-07-02,Pfizer/BioNTech,5001876.0
Chile,2021-07-02,Sinovac,17555214.0
Chile,2021-07-03,Oxford/AstraZeneca,405940.0
Chile,2021-07-03,Pfizer/BioNTech,5025174.0
Chile,2021-07-03,Sinovac,17565865.0
Chile,2021-07-04,Oxford/AstraZeneca,406008.0
Chile,2021-07-04,Pfizer/BioNTech,5028169.0
Chile,2021-07-04,Sinovac,17566909.0
Chile,2021-07-05,Oxford/AstraZeneca,409862.0
Chile,2021-07-05,Pfizer/BioNTech,5121539.0
Chile,2021-07-05,Sinovac,17614050.0
Chile,2021-07-06,Oxford/AstraZeneca,413470.0
Chile,2021-07-06,Pfizer/BioNTech,5190839.0
Chile,2021-07-06,Sinovac,17663702.0
Chile,2021-07-07,Oxford/AstraZeneca,416534.0
Chile,2021-07-07,Pfizer/BioNTech,5284534.0
Chile,2021-07-07,Sinovac,17724223.0
Chile,2021-07-08,Oxford/AstraZeneca,418764.0
Chile,2021-07-08,Pfizer/BioNTech,5360830.0
Chile,2021-07-08,Sinovac,17798448.0
Chile,2021-07-09,Oxford/AstraZeneca,421104.0
Chile,2021-07-09,Pfizer/BioNTech,5429582.0
Chile,2021-07-09,Sinovac,17862884.0
Chile,2021-07-10,Oxford/AstraZeneca,422124.0
Chile,2021-07-10,Pfizer/BioNTech,5454613.0
Chile,2021-07-10,Sinovac,17878652.0
Chile,2021-07-11,Oxford/AstraZeneca,422204.0
Chile,2021-07-11,Pfizer/BioNTech,5457864.0
Chile,2021-07-11,Sinovac,17880255.0
Chile,2021-07-12,Oxford/AstraZeneca,424868.0
Chile,2021-07-12,Pfizer/BioNTech,5544599.0
Chile,2021-07-12,Sinovac,17966418.0
Chile,2021-07-13,Oxford/AstraZeneca,426718.0
Chile,2021-07-13,Pfizer/BioNTech,5647789.0
Chile,2021-07-13,Sinovac,18042418.0
Chile,2021-07-14,Oxford/AstraZeneca,428270.0
Chile,2021-07-14,Pfizer/BioNTech,5722524.0
Chile,2021-07-14,Sinovac,18126199.0
Chile,2021-07-15,Oxford/AstraZeneca,431492.0
Chile,2021-07-15,Pfizer/BioNTech,5789386.0
Chile,2021-07-15,Sinovac,18218008.0
Chile,2021-07-16,Oxford/AstraZeneca,431602.0
Chile,2021-07-16,Pfizer/BioNTech,5791832.0
Chile,2021-07-16,Sinovac,18220167.0
Chile,2021-07-17,Oxford/AstraZeneca,431926.0
Chile,2021-07-17,Pfizer/BioNTech,5801057.0
Chile,2021-07-17,Sinovac,18234017.0
Chile,2021-07-18,Oxford/AstraZeneca,431926.0
Chile,2021-07-18,Pfizer/BioNTech,5801927.0
Chile,2021-07-18,Sinovac,18235277.0
Chile,2021-07-19,Oxford/AstraZeneca,433826.0
Chile,2021-07-19,Pfizer/BioNTech,5860856.0
Chile,2021-07-19,Sinovac,18295110.0
Chile,2021-07-20,Oxford/AstraZeneca,435790.0
Chile,2021-07-20,Pfizer/BioNTech,5940610.0
Chile,2021-07-20,Sinovac,18346024.0
Chile,2021-07-21,Oxford/AstraZeneca,438241.0
Chile,2021-07-21,Pfizer/BioNTech,6000685.0
Chile,2021-07-21,Sinovac,18386889.0
Chile,2021-07-22,Oxford/AstraZeneca,440779.0
Chile,2021-07-22,Pfizer/BioNTech,6045833.0
Chile,2021-07-22,Sinovac,18415962.0
Chile,2021-07-23,Oxford/AstraZeneca,444763.0
Chile,2021-07-23,Pfizer/BioNTech,6134830.0
Chile,2021-07-23,Sinovac,18437782.0
Chile,2021-07-24,Oxford/AstraZeneca,446032.0
Chile,2021-07-24,Pfizer/BioNTech,6149873.0
Chile,2021-07-24,Sinovac,18454627.0
Chile,2021-07-25,Oxford/AstraZeneca,446065.0
Chile,2021-07-25,Pfizer/BioNTech,6151111.0
Chile,2021-07-25,Sinovac,18456252.0
Chile,2021-07-26,Oxford/AstraZeneca,449360.0
Chile,2021-07-26,Pfizer/BioNTech,6189829.0
Chile,2021-07-26,Sinovac,18470035.0
Chile,2021-07-27,Oxford/AstraZeneca,452321.0
Chile,2021-07-27,Pfizer/BioNTech,6227046.0
Chile,2021-07-27,Sinovac,18480130.0
Chile,2021-07-28,Oxford/AstraZeneca,454283.0
Chile,2021-07-28,Pfizer/BioNTech,6252612.0
Chile,2021-07-28,Sinovac,18487227.0
Chile,2021-07-29,Oxford/AstraZeneca,455927.0
Chile,2021-07-29,Pfizer/BioNTech,6334886.0
Chile,2021-07-29,Sinovac,18493098.0
Chile,2021-07-30,Oxford/AstraZeneca,457561.0
Chile,2021-07-30,Pfizer/BioNTech,6405401.0
Chile,2021-07-30,Sinovac,18497401.0
Chile,2021-07-31,Oxford/AstraZeneca,457910.0
Chile,2021-07-31,Pfizer/BioNTech,6414805.0
Chile,2021-07-31,Sinovac,18498841.0
Chile,2021-08-01,Oxford/AstraZeneca,457911.0
Chile,2021-08-01,Pfizer/BioNTech,6415207.0
Chile,2021-08-01,Sinovac,18498907.0
Chile,2021-08-02,Oxford/AstraZeneca,459737.0
Chile,2021-08-02,Pfizer/BioNTech,6421136.0
Chile,2021-08-02,Sinovac,18614247.0
Chile,2021-08-03,Oxford/AstraZeneca,461886.0
Chile,2021-08-03,Pfizer/BioNTech,6427283.0
Chile,2021-08-03,Sinovac,18744041.0
Chile,2021-08-04,Oxford/AstraZeneca,463708.0
Chile,2021-08-04,Pfizer/BioNTech,6485465.0
Chile,2021-08-04,Sinovac,18748465.0
Chile,2021-08-05,Oxford/AstraZeneca,465104.0
Chile,2021-08-05,Pfizer/BioNTech,6527281.0
Chile,2021-08-05,Sinovac,18751334.0
Chile,2021-08-06,Oxford/AstraZeneca,466363.0
Chile,2021-08-06,Pfizer/BioNTech,6558108.0
Chile,2021-08-06,Sinovac,18753731.0
Chile,2021-08-07,Oxford/AstraZeneca,466381.0
Chile,2021-08-07,Pfizer/BioNTech,6559005.0
Chile,2021-08-07,Sinovac,18753966.0
Chile,2021-08-08,Oxford/AstraZeneca,466381.0
Chile,2021-08-08,Pfizer/BioNTech,6559017.0
Chile,2021-08-08,Sinovac,18754030.0
Chile,2021-08-09,Oxford/AstraZeneca,467170.0
Chile,2021-08-09,Pfizer/BioNTech,6566534.0
Chile,2021-08-09,Sinovac,18843697.0
Chile,2021-08-10,Oxford/AstraZeneca,467885.0
Chile,2021-08-10,Pfizer/BioNTech,6574380.0
