location,date,vaccine,total_vaccinations
Luxembourg,2021-06-18,Oxford/AstraZeneca,85739
Luxembourg,2021-06-18,Pfizer/BioNTech,317429
Luxembourg,2021-06-25,Johnson&Johnson,26687
Luxembourg,2021-06-25,Moderna,48469
Luxembourg,2021-06-25,Oxford/AstraZeneca,87617
Luxembourg,2021-06-25,Pfizer/BioNTech,345331
Luxembourg,2021-07-02,Johnson&Johnson,28233
Luxembourg,2021-07-02,Moderna,54413
Luxembourg,2021-07-02,Oxford/AstraZeneca,98313
Luxembourg,2021-07-02,Pfizer/BioNTech,376038
Luxembourg,2021-07-09,Johnson&Johnson,28666
Luxembourg,2021-07-09,Moderna,56462
Luxembourg,2021-07-09,Oxford/AstraZeneca,102175
Luxembourg,2021-07-09,Pfizer/BioNTech,398245
Luxembourg,2021-07-16,Johnson&Johnson,30947
Luxembourg,2021-07-16,Moderna,57927
Luxembourg,2021-07-16,Oxford/AstraZeneca,102897
Luxembourg,2021-07-16,Pfizer/BioNTech,424780
Luxembourg,2021-07-23,Johnson&Johnson,31756
Luxembourg,2021-07-23,Moderna,60828
Luxembourg,2021-07-23,Oxford/AstraZeneca,103027
Luxembourg,2021-07-23,Pfizer/BioNTech,449905
Luxembourg,2021-07-30,Johnson&Johnson,32689
Luxembourg,2021-07-30,Moderna,66196
Luxembourg,2021-07-30,Oxford/AstraZeneca,104645
Luxembourg,2021-07-30,Pfizer/BioNTech,466435
Luxembourg,2021-08-06,Johnson&Johnson,33176
Luxembourg,2021-08-06,Moderna,68090
Luxembourg,2021-08-06,Oxford/AstraZeneca,104956
Luxembourg,2021-08-06,Pfizer/BioNTech,478471
Luxembourg,2021-08-13,Johnson&Johnson,33712
Luxembourg,2021-08-13,Moderna,69321
Luxembourg,2021-08-13,Oxford/AstraZeneca,105025
Luxembourg,2021-08-13,Pfizer/BioNTech,483241
Luxembourg,2021-08-20,Johnson&Johnson,34139
Luxembourg,2021-08-20,Moderna,69540
Luxembourg,2021-08-20,Oxford/AstraZeneca,105049
Luxembourg,2021-08-20,Pfizer/BioNTech,485342
