location,date,vaccine,total_vaccinations
Netherlands,2021-06-25,Pfizer/BioNTech,10944501
Netherlands,2021-07-02,Johnson&Johnson,672102
Netherlands,2021-07-02,Moderna,1308699
Netherlands,2021-07-02,Oxford/AstraZeneca,2803011
Netherlands,2021-07-02,Pfizer/BioNTech,11989199
Netherlands,2021-07-09,Johnson&Johnson,741244
Netherlands,2021-07-09,Moderna,1517104
Netherlands,2021-07-09,Oxford/AstraZeneca,2825765
Netherlands,2021-07-09,Pfizer/BioNTech,12808775
Netherlands,2021-07-16,Johnson&Johnson,755175
Netherlands,2021-07-16,Moderna,1657076
Netherlands,2021-07-16,Oxford/AstraZeneca,2826464
Netherlands,2021-07-16,Pfizer/BioNTech,13638408
Netherlands,2021-07-23,Johnson&Johnson,764289
Netherlands,2021-07-23,Moderna,1756415
Netherlands,2021-07-23,Oxford/AstraZeneca,2826579
Netherlands,2021-07-23,Pfizer/BioNTech,14265064
Netherlands,2021-07-30,Johnson&Johnson,771566
Netherlands,2021-07-30,Moderna,1806467
Netherlands,2021-07-30,Oxford/AstraZeneca,2826639
Netherlands,2021-07-30,Pfizer/BioNTech,14919855
Netherlands,2021-08-06,Johnson&Johnson,776983
Netherlands,2021-08-06,Moderna,1842752
Netherlands,2021-08-06,Oxford/AstraZeneca,2826671
Netherlands,2021-08-06,Pfizer/BioNTech,15628181
Netherlands,2021-08-13,Johnson&Johnson,781504
Netherlands,2021-08-13,Moderna,1918632
Netherlands,2021-08-13,Oxford/AstraZeneca,2826671
Netherlands,2021-08-13,Pfizer/BioNTech,16129405
Netherlands,2021-08-20,Johnson&Johnson,782858
Netherlands,2021-08-20,Moderna,1929407
Netherlands,2021-08-20,Oxford/AstraZeneca,2826671
Netherlands,2021-08-20,Pfizer/BioNTech,16191918
